álbum,música,letra,duração,exibições,indicações,prêmios 
Flash Gordon,Flash,Flash - Ah - Saviour of the universe Flash - Ah - He'll save ev'ry one of us Seemingly there is no reason for these Extraordinary intergalactical upsets (ha ha ha) What's happening Flash? Only Dr Hans Zarkov formerly at N A S A Has provided any explanation Flash - Ah - He's a miracle This mornings unprecedented solar eclipse Is no cause for alarm Flash - Ah - King of the impossible He's for ev'ry one of us Stand for ev'ry one of us He'll save with a mighty hand Ev'ry man ev'ry woman ev'ry child With a mighty Flash General Kaka Flash Gordon approaching What do you mean Flash Gordon approaching? Open fire all weapons Dispatch war rocket Ajax to bring back his body Flash - Ah Gordon's alive Flash - Ah - He'll save ev'ry one of us Just a man with a man's courage He knows nothing but a man But he can never fail No one but the pure in heart May find the golden grail oh oh oh oh Flash Flash I love you But we only have fourteen hours to save the Earth Flash ,172,42437,1,0
Flash Gordon,In The Space Capsule,Letra Indisponível,0,0,0,0
Flash Gordon,Ming's Theme,Letra Indisponível,0,0,0,0
Flash Gordon,The Ring,Letra Indisponível,0,0,0,0
Flash Gordon,Football Fight,Letra Indisponível,0,0,0,0
Flash Gordon,In The Death Cell,Letra Indisponível,0,0,0,0
Flash Gordon,Flash,Flash - Ah - Saviour of the universe Flash - Ah - He'll save ev'ry one of us Seemingly there is no reason for these Extraordinary intergalactical upsets (ha ha ha) What's happening Flash? Only Dr Hans Zarkov formerly at N A S A Has provided any explanation Flash - Ah - He's a miracle This mornings unprecedented solar eclipse Is no cause for alarm Flash - Ah - King of the impossible He's for ev'ry one of us Stand for ev'ry one of us He'll save with a mighty hand Ev'ry man ev'ry woman ev'ry child With a mighty Flash General Kaka Flash Gordon approaching What do you mean Flash Gordon approaching? Open fire all weapons Dispatch war rocket Ajax to bring back his body Flash - Ah Gordon's alive Flash - Ah - He'll save ev'ry one of us Just a man with a man's courage He knows nothing but a man But he can never fail No one but the pure in heart May find the golden grail oh oh oh oh Flash Flash I love you But we only have fourteen hours to save the Earth Flash ,172,42437,1,0
Flash Gordon,The Kiss,Letra Indisponível,0,0,0,0
Flash Gordon,Aboria,Letra Indisponível,0,0,0,0
Flash Gordon,Escape From The Swamp,Letra Indisponível,0,0,0,0
Flash Gordon,Flash To The Rescue,Letra Indisponível,0,0,0,0
Flash Gordon,Vultan's Theme,Letra Indisponível,0,0,0,0
Flash Gordon,Battle Theme,Letra Indisponível,0,0,0,0
Flash Gordon,The Wedding March,"One dance whose steps I never could learn It's called the wedding march The grace that it takes, the grace you deserve Require a lighter touch I know you love dancing Oh, I know that you love dancing so much I know you love dancing Music's a wild thing with mischief to prove I can't adjust to the way that you move Music's a wild thing whatever the groove Some music isn't for dancing One dance whose steps I never could learn It's called the wedding march The grace that it takes, the balance and poise I still find a mystery I know you love dancing So, I know that you'd hate dancing with me I know you love dancing So, I know that you'd hate dancing with me ",56,2323,0,0
Flash Gordon,Marriage Of Dale And Ming,Letra Indisponível,0,0,0,0
Flash Gordon,Crash Dive On Mingo City,Letra Indisponível,0,0,0,0
Flash Gordon,Flash's Theme Reprise,Letra Indisponível,0,0,0,0
Flash Gordon,The Hero,So you feel that you ain't nobody Always needed to be somebody Put your feet on the ground Put your hand on your heart Lift your head to the stars And the world's for your taking So you feel it's the end of the story Find it all pretty satisfactory Well I tell you my friend This might seem like the end But the continuation Is yours for the making Yes you're a hero ,215,11182,0,0
The Game,Play The Game,"Open up your mind and let me step inside Rest your weary head and let your heart decide It's so easy, when you know the rules It's so easy, all you have to do Is fall in love Play the game Everybody play the game of love When you're feelin' down and your resistance is low Light another cigarette and let yourself go This is your life Don't play hard to get It's a free world All you have to do is fall in love Play the game everybody play the game of love My game of love has just begun Love runs from my head down to my toes My love is pumping through my veins (play the game) Driving me insane Come come come come play the game play the game play The game play the game Play the game everybody play the game of love This is your life, don't play hard to get It's a free free world all you have to do is fall in love Play the game yeah play the game of love Your life, don't play hard to get It's a free free world all you have to do is fall in love Play the game, everybody play the game ",218,102178,0,0
The Game,Dragon Attack,"Take me to the room where the red's all red Take me out of my head, that's what I said yeah Hey take me to the room where the green's all green And from what I've seen it's hot it's mean Gonna use my stack It's gotta be mack Gonna get me on the track Got a dragon on my back Take me to the room where the beat's all round Gonna eat that sound - yeah yeah yeah! Take me to the room where the black's all white And the white's all black take me back to the shack She don't take no prisoners She gonna give me the business Got a dragon on my back It's a dragon attack Get down - I said so Hey hey - all right She's low down She don't take no prisoners Go down She gonna give me the business No time Yeah chained to the rack Show time Got a dragon on my back Show down Go find another customer Slow down I gotta make my way From me yeah ",258,15506,0,0
The Game,Another One Bites The Dust,"Steve walks warily down the street With his brim pulled way down lowAin't no sound but the sound of his feetMachine guns ready to go Are you ready, hey, are you ready for this? Are you hanging on the edge of your seat? Out of the doorway the bullets rip To the sound of the beat, yeah Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust Hey, I'm gonna get you too Another one bites the dust How do you think I'm going to get along Without you when you're gone You took me for everything that I had And kicked me out on my own Are you happy, are you satisfied? How long can you stand the heat? Out of the doorway the bullets rip To the sound of the beat, look out Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust Hey, I'm gonna get you too Another one bites the dust Hey Oh, take it, bite the dust, bite the dust Hey, another one bites the dust Another one bites the dust, ow Another one bites the dust, hey, hey Another one bites the dust, hah Oh, shoot out There are plenty of ways that you can hurt a man And bring him to the ground You can beat him, you can cheat him You can treat him bad and leave him When he's down But I'm ready, yes I'm ready for you I'm standing on my own two feet Out of the doorway the bullets rip Repeating to the sound of the beat Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust, yeah Hey, I'm gonna get you too Another one bites the dust Shoot out Yeah, alright ",222,753421,0,0
