álbum,música,letra,duração,exibições,indicações,prêmios 
The Game,Don't Try Suicide,"A-one, two, three, four, one Yeah Okay Don't do it Don't you try it, baby Don't do that, don't, don't, don't Don't do that, you got a good thing going now Don't do it, don't do it, don't Don't try suicide, nobody's worth it Don't try suicide, nobody cares Don't try suicide, you're just gonna hate it Don't try suicide, nobody gives a damn So you think it's the easy way out? Think you're gonna slash your wrists this time Baby, when you do it all you do is get on my tits Don't do that, try, try, try, baby Don't do that, you got a good thing going now Don't do it, don't do it, don't Don't try suicide, nobody's worth it Don't try suicide, nobody cares Don't try suicide, you're just gonna hate it Don't try suicide, nobody gives a damn You need help Look at yourself, you need help (yeah yeah) You need life So don't hang yourself, it's okay, okay, okay, okay You just can't be a prick teaser all of the time A little bit attention? You got it Need some affection? You got it Suicide, suicide, suicide bid Suicide, suicide, suicide bid Suicide, hey Don't do it, don't do it, don't do it, babe (yeah) Don't do it, don't do it, don't do it Yeah Don't put your neck on the line Don't drown on me, babe Blow your brains out Don't do that (yeah) Don't do that, you got a good thing going, baby Don't do it (no) don't do it (no) don't Don't try suicide, nobody's worth it Don't try suicide, nobody cares Don't try suicide, you're just gonna hate it Don't try suicide, nobody gives, nobody gives Nobody gives a damn Okay ",232,21491,0,0
The Game,Sail Away Sweet Sister (To The Sister I Never Had),"Hey, little babe, you're changing Babe, are you feeling sore? Ain't no use in pretending You don't wanna play no more It's plain that you aint no baby What would your mother say You're all dressed up like a lady How come you behave this way Sail away, sweet sister Sail across the sea Maybe you find somebody Who loves you half as much as me My heart is always with you No matter what you do Sail away, sweet sister Always be in love with you Forgive me for what I told you My heart makes a fool of me You know I'll never hold you I know that you gotta be free Sail away, sweet sister Sail across the sea Maybe you find somebody Who loves you half as much as me Take it the way you want it But when they let you down my friend Sail away sweet sister Back to my arms again Hot child, don't you know, you're young You've got your whole life ahead of you Oohah - you can throw it away too soon Way too soon Sail away, sweet sister Sail across the sea Maybe you find somebody Who loves you half as much as me My heart is always with you No matter what you do Sail away, sweet sister Always be in love with you ",213,21928,0,0
The Game,Coming Soon,"Ooh Oh, oh, oh I get some headaches when I hit the heights Like in the morning after crazy nights Like some mother-in-law in her nylon tights They're always They're always They're always They're always Coming soon Coming soon on the outside of the tracks You take 'em The same old babies with the same old toys The neighbours screaming when the noise annoys Somebody nagging you when you're out with the boys They're always They're always They're always They're always Coming soon Coming soon on the outside of the track They're always They're always They're always They're always Coming soon Coming soon on the outside of the track Coming soon Coming soon on the outside of the track Yeah, yeah, yeah ",170,14834,0,0
The Game,Save Me,"It started off so well They said we made a perfect pair I clothed myself in your glory and your love How I loved you, how I cried The years of care and loyalty Were nothing but a sham it seems The years belie, we lived a lie I love you 'til I die Save me, save me, save me I can't face this life alone Save me, save me, save me I'm naked and I'm far from home The slate will soon be clean I will erase the memories To start again with somebody new Was it all wasted, all that love? I hang my head and I advertise A soul for sale or rent I have no heart, I'm cold inside I have no real intent Save me, save me, save me I can't face this life alone Save me, save me, save me I'm naked and I'm far from home Each night I cry, I still believe the lie I love you 'til I die Save me, save me, save me (oh, yeah) Yeah, save me (yeah), save me (oh, save) Don't let me face my life alone Save me, save me, ooh I'm naked and I'm far from home ",236,178811,0,0
Hot Space,Staying Power,"Let me show it to you See what I got I got a heel of a lot Tell me what you feel Is it real, it is real You know I got what it takes And I can take a lot Did you hear the last call baby You and me got staying power Staying power I got it I got it I wonder when we're gonna make it I wonder when we're gonna shake it Rock me baby rock me C'mon you can shock me Let's catch on to the groove Make it move, make it move You know how to shake that thing We'll work it, work it, work it You and I can play ball baby You and me got staying power I wonder when we're gonna make it I wonder when we're gonna shake it I've got fire down below I'm just a regular dynamo Want some smooth company Don't lose control just hang on out with me Got to get to know each other But we got plenty of time Did you hear the last call baby You and me got staying power You and me we got staying power Power I wonder where we're gonna stick it I wonder when we're gonna trick it Blow baby blow Let's get down and go go Get yourself in the mood Got to give a little bit of attitude Baby don't you crash Let's just trash trash trash Did you hear the last call baby You and me got staying power You and me we got staying power Staying power, got'cha ",239,6212,0,0
Hot Space,Dancer,"I'm not invited to the party Been sitting here all night I'm all alone here at the party I don't feel all right Ain't got no black coat Ain't got no tie I gotta shape up now Come on baby, you gotta know why Take off! Dancer, dancer I can't live with it, I'm gonna die without it Dancer, dancer Ain't no doubt about it Dancer, dancer Why don't you kick off your dancing shoes And come along with me? Cool! You're the life and soul of the funk-tion It took me all night To get hold of the right introduction Blew me out of sight I taste your lipstick I look in your eyes You feel fantastic My body cries Ha! Dancer, dancer I can't live with it I'm gonna die without it Dancer, dancer Ain't no doubt about it Dancer, dancer Why don't you kick off your dancing shoes And come and ride with me? (Ah, ah) Hot space, let's go! Yeah! Woo! Yeah, Yeah! Uh, uhm Can I see you baby? Dancer, dancer I can't believe you're dancing! Dancer, dancer Can't take you home I can't take you dancing Dancer, dancer Bring out the funk and dance the night away Dancer, dancer We got bully Dancer, dancer Dancer, dancer Dancer, dancer Dance, dance, dance, dance ",230,7237,0,0
Hot Space,Back Chat,"Back chat back chat You burn all my energy Back chat back chat Criticizing all you see Back chat back chat Analysing what I say Back chat back chat And you always get your way Oh, yeah! See what you've done to me Back chat back chat It's driving me insane It's a battle to the end Knock you down you come again Talk back talk back You've got me on the rack Twisting every word I say Wind me up and get your way Fat chance I have of making a romance If I'm ever going to win I'll have to get the last word in Take it from there Twisting every word I say Huh! Wind me up and let me play Back chat back chat You burn all my energy Back chat back chat Criticizing all you see Back chat back chat Analysing what I say Back chat back chat And you always get your way Wake up stand up And drag yourself on out Get down get ready Scream and shout Back off, be cool And learn to change your ways 'Cause you're talking in your sleep And you're walking in a daze Don't push your luck I'm ready to attack 'Cause when I'm trying to talk to you All you do is just talk back You stand so tall you don't frighten me at all Don't talk back don't talk back Don't talk back just leave me alone Back chat back chat You burn all my energy Back chat back chat Criticizing all you see Back chat back chat Analysing what I say Back chat back chat And you always get your way Yes you do Yes you do baby Come on back chat back chat Back chat back chat Back chat back chat Go for it go for it go for it baby Back chat back chat You're giving me the runaround Critisizing (oh, yeah), analysing (oh, yeah) Yeah merci beaucoup Get on down ",259,12911,0,0
Hot Space,Body Language,"Give me, body, give me, body, body Give me your body Don't talk, don't talk, don't talk, don't talk Baby, don't talk Body language, body language, body language Give me your body Just give me, yeah, your body Give me, yeah, your body Don't talk Body language, huh, huh Body language, body language You got red lips snakes in your eyes Long legs great thighs You got the cutest ass I've ever seen Knock me down for a six any time Look at me I gotta case of body language Look at me I gotta case of body language Look at me I gotta case of body language Look at me I gotta case of body language Of body language of body language Yeah, sexy body, sexy, sexy body I want your body Baby, you're hot Body language body language body language Body language body language body language Body language body language body language ",281,21038,0,0
Hot Space,Action This Day,This street honey is a mean street Living in this street honey needs a mean streak We've got criminals living in this street But there's a heart beat pulse That keeps on pumping Like a juke box playing the same dead record Or a radio in the corner keeps blaring I got a feeling this world is using me This town honey is a dead town Living in this town honey is a let down Coming to this town honey is a show down But there's a heart beat pulse That keeps on pumping some sunshine ray Through a crack in the shutter Or a sight of a light at the end of a tunnel Still there's a feeling this world is using me Action this day action this night Oh we've gotta learn to love to live You can't say it ain't right Action this day action this night Oh you've got the power you've got the power You've got the power to love to live You can't say it ain't right Your mind honey is a bleak place Living in your minds living in a blank space Your mind is coming from a rat race But there's a heart beat pulse That keeps on pumping Like a juke box playing the same dead record Or a radio in the corner keeps blaring I got a feeling that just won't quit This world is using me Action this day action this night Oh we've gotta learn to love to live We can't say it ain't right Action this day action this night Oh you've got the power you've got the power You've got the power to love to live You can't say it ain't right Action action this day Action this day Action action this day Action this day Living in the street Action ,302,17174,0,0
Hot Space,Put Out The Fire,"They called him a hero In the land of the free But he wouldn't shake my hand boy He disappointed me So I got my hand gun And I blew him away That critter was a bad guy And I had to make him pay You might fear for my reason I don't care what they say Look out baby it's the season For the mad masquerade Put out the fire put out the fire put out the fire Oh you need a bullet like a hole in the head Put out the fire put out the fire put out the fire Don't believe what your grand-daddy said She was my lover It was a shame that she died But the constitution's right on my side 'Cause I caught my lover in the neighbours bed I got retribution Filled 'em all full of lead I've been told it's the fashion To let me on the streets again It's nothing but a crime of passion And I'm not to blame Put out the fire put out the fire put out the fire You need a weapon like a hole in the head Put out the fire put out the fire baby put out the fire And let your sons and daughters sleep sound in their beds You know a gun never killed nobody You can ask anyone People get shot by people People with guns Put out the fire put out the fire put out the fire You need a gun like a hole in the head Put out the fire put out the fire put out the fire Just tell me that old fashioned gun law is dead Shoot, shoot, shoot, oh, shoot, shoot ",199,10265,0,0
Hot Space,Life Is Real,"Guilt stains on my pillow Blood on my terraces Torsos in my closet Shadows from my past Life is real, life is real Life is real, so real Sleeping is my leisure Waking up in a minefield Dream in just a pleasure dome Love is a roulette wheel Life is real, life is real Life is real oh, yeah Success is my breathing space I brought it on myself I will price it I will cash it I can take it or leave it Loneliness is my hiding place Breast feeding myself What more can I say? I have swallowed the bitter pill I can taste it I can taste it Life is real, life is real Life is real Music will be my mistress Loving like a whore Lennon is a genius Living in every pore Life is real, life is real Life is real, so real Life is cruel, life is a bitch Life is real, so real Life is real, life is real, yeah Life is real ",213,33236,0,0
Hot Space,Calling All Girls,"Calling all boys, calling all girls Calling all people on streets Around the world Take this message, a message for you This message is old, yeah This message is true, this message is This message is, this message is, this message is Love, take a message of love Far and near Take a message of love for all to hear For all to hear Some sleepless nights in wait for you Some foreign presence you feel Comes creeping through Some stream of hope The whole world through Spread like some silent disease You'll get yours too This message is, this message is This message is, this message is Love, take a message of love Far and near Take a message of love for all to hear For all to hear Love, take a message of love Far and near Take a message of love for all to hear For all to hear Calling all boys, calling all girls Calling all boys, calling all girls Calling all girls ",245,8701,0,0
Hot Space,Las Palabras De Amor,"Don't touch me now Don't hold me now Don't break the spell, darling Now you are near Look in my eyes and speak to me The special promises I long to hear Las palabras de amor Let me hear the words of love Despacito mi amor Love me slow and gently One foolish world, so many souls Senselessly hurled through The never ending cold And all for fear and all for greed Speak any tongue But for God's sake we need Las palabras de amor Let me hear the words of love Despacito mi amor Let me know this night and evermore This room is bare This night is cold We're far apart and I'm growing old But while we live We'll meet again So then my love We may whisper once more It's you I adore Las palabras de amor Let me hear the words of love Despacito mi amor Touch me now Las palabras de amor Let us share the words of love For evermore evermore For evermore ",243,41272,0,0
Hot Space,Cool Cat,"You're taking all my sunshine away Making out like you're the main line (I knew that) 'Cause you're a cool cat Tapping on the toe with a new hat Ooh, just cruising Driving along like the swing king Feeling the beat of my heart, huh Feeling the beat of my heart Ooh, you're a cool cat Coming on strong with all the chit chat Ooh, you're alright Hanging out and stealing all the limelight Messing with the beat of my heart Messing with the beat of my heart, yeah Ooh, you used to be a mean kid Ooh, making such a deal of life Ooh, you were wishing and hoping and waiting To really hit the big time But did it happen? Happen? No You're speeding too fast, slow down Slow down, you'd better slow down, slow down You really know how to set the mood And you really get inside the groove Cool cat, tapping on the toe with a new hat Ooh, just cruising Driving along like the swing king Feeling the beat of my heart Feeling the beat of my heart, yeah Feeling the beat of my heart Can you feel it? Feeling the beat of my heart, eh-yeah Feeling the beat of my heart Ooh, ooh, feeling, feeling Feeling ev'ry feeling ",224,39446,0,0
Hot Space,Under Pressure (feat. David Bowie),"Pressure, pushing down on me Pressing down on you No man ask for Under pressure That burns a building down Splits a family in two Puts people on streets Um, ba, ba, be Um, ba, ba, be De, day, da Ee, day, da That's okay It's the terror of knowing What this world is about Watching some good friends Screaming: Let me out Pray tomorrow gets me higher Pressure on people, people on streets Day, day, de, mm, hm Da, da, da, ba, ba Okay Chipping around, kick my brains around the floor These are the days it never rains but it pours Ee, do, ba, be Ee, da, ba, ba, ba Um, bo, bo Be, lap People on streets Ee, da, de, da, de People on streets Ee, da, de, da, de, da, de, da It's the terror of knowing What this world is about Watching some good friends Screaming: Let me out Pray tomorrow gets me higher Higher High Pressure on people, people on streets Turned away from it all like a blind man Sat on a fence but it don't work Keep coming up with love But it's so slashed and torn Why, why, why? Love, love, love, love, love Insanity laughs, under pressure we're breaking Can't we give ourselves one more chance Why can't we give love that one more chance Why can't we give love? Give love, give love, give love Give love, give love, give love Give love, give love 'Cause love's such an old fashioned word And love dares you to care for The people on the edge of the night And loves dares you to change our way of Caring about ourselves This is our last dance This is our last dance This is ourselves Under pressure Under pressure Pressure ",253,1720177,0,0
The Works,Radio Ga Ga,"I'd sit alone and watch your light My only friend through teenage nights And everything I had to know I heard it on my radio You gave them all those old time stars Through wars of worlds invaded by Mars You made 'em laugh, you made 'em cry You made us feel like we could fly So don't become some background noise A backdrop for the girls and boys Who just don't know or just don't care And just complain when you're not there You had your time You had the power You've yet to have your finest hour Radio All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio blah blah Radio, what's new? Radio, someone still loves you We watch the shows, we watch the stars On videos for hours and hours We hardly need to use our ears How music changes through the years Let's hope you never leave, old friend Like all good things, on you we depend So stick around, 'cause we might miss you When we grow tired of all this visual You had your time You had the power You've yet to have your finest hour Radio All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio blah blah Radio, what's new? Someone still loves you Radio ga ga Radio ga ga Radio ga ga You had your time You had the power You've yet to have your finest hour Radio ",343,830431,0,0
The Works,Tear It Up,"Are you ready? Well, are you ready? We're gonna tear it up Yeah, yeah, yeah, yeah (Hey) Give me your mind, baby, give me your body Give me some time, baby, let's have a party It ain't no time for sleepin', baby Soon it's round your street I'm creeping You'd better be ready We gonna tear it up Stir it up Break it up - baby You gonna tear it up Shake it up Make it up - as you go along Tear it up Square it up Wake it up - baby Tear it up Stir it up Stake it out - and you can't go wrong (Hey, listen) I love you, 'cos you're sweet, and I love you, 'cos you're Naughty I love you for your mind, baby, give me your body I wanna be a toy at your birthday party Wind me up - wind me up - wind me up - let me go Tear it up Stir it up Break it up - let me go Tear it up Shake it up Make it up - as you go along Tear it up Turn it up Burn it up Are you ready? (Oh, yeah) Baby, baby, baby, are you ready for me? (Oh, yeah) Baby, baby, baby, are you ready for love? (Oh, yeah) Are you ready - are you ready - are you ready for me?(Oh, yeah) I love you so near I love you so far I gotta tell you, baby, you're driving me ga ga ",206,13017,0,0
The Works,It's a Hard Life,"I don't want my freedom There's no reason for living With a broken heart This is a tricky situation I've only got myself to blame It's just a simple fact of life It can happen to any one You win, you lose It's a chance you have to take with love Oh, yeah, I fell in love But now you say it's over and I'm falling apart Yeah, yeah It's a hard life To be true lovers together To love and live forever In each others hearts It's a long hard fight To learn to care for each other To trust in one another Right from the start When you're in love I try and mend the broken pieces I try to fight back the tears They say it's just a state of mind But it happens to everyone How it hurts (yeah) deep inside (oh, yeah) When your love has cut you down to size Life is tough on your own Now I'm waiting for something to fall from the skies I'm waiting for love Yes, it's a hard life True lovers together To love and live forever In each others hearts It's a long hard fight To learn to care for each other To trust in one another Right from the start When you're in love It's a hard life In a world that's filled with sorrow There are people searching for love In every way It's a long hard fight But I'll always live for tomorrow I'll look back at myself and say I did it for love Yes, I did it for love For love Ooh, I did it for love ",253,134344,0,0
The Works,Man On The Prowl,"I'm gonna take a little walk on the wild side I'm gonna loosen up and get me some gas I'm gonna get me some action Go crazy, driving in the fast lane My baby left me alone She done me dirty and I'm feeling so lonely So come home, come home If you don't you're gonna break my heart Man on the prowl You better watch out I'm on the loose and I'm looking for trouble So look out, look out I'm a man on the prowl I don't wanna be a rock 'n' roll steady I just wanna be low down trash I wanna go to the movies All I wanna do is sit on my ass So, honey, come home Don't leave me when I'm feeling so lonely Come home, come home If you don't you're gonna break my heart Man on the prowl You better watch out I'm on the loose and I'm looking for trouble So look out, look out I'm a man on the prowl Well I keep dreaming about my baby But it ain't gonna get me nowhere I wanna teach my baby dancin' But I ain't no Fred Astaire So, baby, look out, I'm a man on the prowl Look out, man on the prowl, yeah Baby, baby, baby, look out, man on the prowl Baby, come home I'm on the loose and I'm looking for trouble Baby, come home, oh, yeah 'Cause I'm a man on the prowl So, honey, come home, come home 'Cause I'm a man on the prowl, yeah Man on the prowl ",208,5754,0,0
The Works,Machines (Or Back To Humans),It's a machines world Don't tell me I ain't got no soul When the machines take over It ain't no place for rock and roll They tell me I don't care But deep inside I'm just a man They freeze me they burn me They squeeze me they stress me With smoke blackened pistons of steel they compress me But no one but no one but no one can wrest me away Back to humans We have no disease no trouble of mind No thank you or please no regard for the time We never cry we never retreat We have no conception of love or defeat What's that machine noise? It's bytes and megachips for tea It's that machine boys With random access memory Never worry never mind Not for money not for gold It's software is hardware It's heartbeat is time-share It's midwife's a disc drive It's sex life is quantised It's self-perpetuating a parahumanoidarianised Back to humans Back to humans Back to machines Machines Living in a new world Thinking in the past Living in a new world How you gonna last? Machine world Change Back to humans It's a machines world Thinking in the past (back to humans) Living in a new world How you gonna last? Machine world It's a machine's world ,310,7801,0,0
The Works,I Want To Break Free,"I want to break free I want to break free I want to break free from your lies You're so self satisfied, I don't need you I've got to break free God knows, God knows I want to break free I've fallen in love I've fallen in love for the first time And this time I know it's for real I've fallen in love, yeah God knows, God knows I've fallen in love It's strange, but it's true, yeah I can't get over the way you love me like you do But I have to be sure When I walk out that door Oh, how I want to be free, baby Oh, how I want to be free Oh, how I want to break free But life still goes on I can't get used to living without, living without Living without you by my side I don't want to live alone, hey God knows, got to make it on my own So, baby, can't you see? I've got to break free I've got to break free I want to break free, yeah I want, I want, I want, I want to break free ",267,2293497,0,0
The Works,Keep Passing The Open Windows,"This is the only life for me Surround myself around my own fantasy You just gotta be strong and believe in yourself Forget all the sadness, 'cause love is all you need Love is all you need Do you know what it's like to be alone in this world When you're down and out on your luck and you're a failure Wake up screaming in the middle of the night You think it's all been a waste of time It's been a bad year You start believing everything's gonna be alright Next minute you're down and you're flat on your back A brand new day is beginning Get that sunny feeling and you're on your way Just believe, just keep passing the open windows Just believe, just keep passing the open windows Do you know how it feels when you don't have a friend Without a job and no money to spend You're a stranger All you think about is suicide One of these days you're gonna lose the fight You better keep out of danger, yeah That same old feeling just keeps burning deep inside You keep telling yourself it's gonna be the end Oh, get yourself together Things are looking better everyday Just believe, just keep passing the open windows Just believe, just keep passing the open windows This is the only life for me Surround myself around my own fantasy You just gotta be strong and believe in yourself Forget all the sadness cause love is all you need You just gotta be strong and believe in yourself Forget all the sadness cause love is all you need Love is all you need, baby, love is all you need Just believe, just keep passing the open windows ",323,9045,0,0
The Works,Hammer To Fall,"Here we stand or here we fall History won't care at all Make the bed, light the light Lady Mercy won't be home tonight You don't waste no time at all Don't hear the bell, but you answer the call It comes to you as to us all We're just waiting For the hammer to fall Oh, every night and every day A little piece of you is falling away But lift your face, the western way Build your muscles as your body decays Tow the line and play their game Let the anaesthetic cover it all Till one day they call your name You know it's time for the hammer to fall Rich or poor or famous for Your truth it's all the same Lock your door but rain is pouring Through your window pane Baby, now your struggle's all vain For we who grew up tall and proud In the shadow of the mushroom cloud Convinced our voices can't be heard We just wanna scream it louder and louder What the hell are we fighting for? Just surrender and it won't hurt at all You just got time to say your prayers While you're waiting for the hammer to fall Hey, it's It's gonna fall Hammer, you know Yeah, hammer to fall Ooh Yeah, yeah Ooh, ooh Ha, hey Waiting for the hammer to fall now, baby Yeah, yeah While you're waiting for the hammer to fall, ooh Give it to me one more time! ",234,113363,0,0
The Works,Is This The World We Created?,Just look at all those hungry mouths we have to feed Take a look at all the suffering we breed So many lonely faces scattered all around Searching for what they need Is this the world we created? What did we do it for? Is this the world we invaded Against the law? So it seems in the end Is this what we're all living for today? The world that we created You know that every day a helpless child is born Who needs some loving care inside a happy home Somewhere a wealthy man is sitting on his throne Waiting for life to go by Is this the world we created? We made it on our own Is this the world we devastated Right to the bone? If there's a God in the sky looking down What must he think of what we've done To the world that he created? ,139,42842,0,0
A Kind Of Magic,One Vision,"One man, one goal, one mission One heart, one soul, just one solution One flash of light, yeah, one God, one vision One flesh, one bone One true religion One voice, one hope One real decision Wowowowowowo gimme one vision No wrong, no right I'm gonna tell you there's no black and no white No blood, no stain All we need is one worldwide vision One flesh, one bone One true religion One race, one hope One real decision Wowowowowowo oh, yeah oh, yeah oh, yeah I had a dream When I was young A dream of sweet illusion A glimpse of hope and unity And visions of one sweet union But a cold wind blows And a dark rain falls And in my heart it shows Look what they've done to my dreams One vision So give me your hands Give me your hearts I'm ready There's only one direction One world, one nation Yeah! One vision No hate, no fight Just excitation All through the night It's a celebration Wowowowo, yeah One one one one One vision One flesh, one bone One true religion One voice, one hope One real decision Gimme one light (yeah) Gimme one hope (hey) Just gimme One man (one man) One bar (one night) One day (hey hey) Just gimme, gimme, gimme, gimme Fried chicken! Vision, vision, vision, vision ",258,90634,0,0
A Kind Of Magic,A Kind Of Magic,"It's a kind of magic It's a kind of magic A kind of magic One dream, one soul, one prize, one goal One golden glance of what should be It's a kind of magic One shaft of light that shows the way No mortal man can win this day It's a kind of magic The bell that rings inside your mind Is challenging the doors of time It's a kind of magic The waiting seems eternity The day will dawn of sanity Is this a kind of magic? It's a kind of magic There can be only one This rage that lasts a thousand years Will soon be done This flame that burns inside of me I'm hearing secret harmonies It's a kind of magic The bell that rings inside your mind Is challenging the doors of time It's a kind of magic It's a kind of magic This rage that lasts a thousand years Will soon be, will soon be Will soon be done This is a kind of magic There can be only one This rage that lasts a thousand years Will soon be done Magic It's a kind of magic It's a kind of magic Magic, magic, magic, magic Magic, it's magic Alright Yeah, yeah Whoo It's a kind of magic ",272,408937,0,0
A Kind Of Magic,One Year Of Love,"Just one year of love Is better than a lifetime alone One sentimental moment in your arms Is like a shooting star right through my heart It's always a rainy day without you I'm a prisoner of love inside you  I'm falling apart all around you, yeah My heart cries out to your heart I'm lonely but you can save me My hand reaches out for your hand I'm cold but you light the fire in me My lips search for your lips I'm hungry for your touch There's so much left unspoken And all I can do is surrender To the moment just surrender And no one ever told me that love would hurt so much Oooh yes it hurts And pain is so close to pleasure And all I can do is surrender to your love Just surrender to your love Just one year of love Is better than a lifetime alone One sentimental moment in your arms Is like a shooting star right through my heart It's always a rainy day without you I'm a prisoner of love inside you I'm falling apart all around you And all I can do is surrender ",268,79722,0,0
A Kind Of Magic,Pain Is So Close To Pleasure,"Ooh, ooh, pain is so close to pleasure oh yeah Sunshine and rainy weather go hand in hand together All your life Ooh, ooh, pain is so close to pleasure everybody knows One day we love each other then we're fighting one another All the time When I was young and just getting started And people talked to me, they sounded broken hearted Then I grew up and got my imagination And all I wanted was to start a new relation So in love, but love had a bad reaction I was looking for some good old satisfaction But pain is all I got when all I needed Was some love and affection Ooh, ooh, pain is so close to pleasure yeah yeah Sunshine and rainy weather go hand in hand together All your life Pain and pleasure Ooh, ooh, pain and pleasure When your plans go wrong and you turn out the light But inside of your mind you put up a fight Where are the answers that we're all searching for? There's nothing in this world to be sure of anymore Some days you're feeling good, some days you're feeling bad But if you're feeling happy someone else is always sad Let the sweetness of love wipe the tears from your face For better for worse So let's make the best of the rest of our years Ooh, ooh, pain is so close to pleasure I told you so Sunshine and rainy weather go hand in hand together All your life Pain and pleasure Ooh, ooh, pain is so close to pleasure yeah yeah Sunshine and rainy weather go hand in hand together All your life All your life Pain pleasure ",263,11114,0,0
A Kind Of Magic,Friends Will Be Friends,"Another red letter day So the pound has dropped And the children are creating The other half run away Taking all the cash And leaving you with the lumber Got a pain in the chest Doctors on strike What you need is a rest It's not easy, love But you've got friends you can trust Friends will be friends When you're in need of love They give care and attention Friends will be friends When you're through with life And all hope is lost Hold out your hand 'Cause friends will be friends Right till the end Now it's a beautiful day The postman delivered A letter from your lover Only a phone call away You tried to track him down But somebody stole his number As a matter of fact You're getting used to life Without him in your way It's so easy now 'Cause you got friends you can trust Friends will be friends When you're in need of love They give you care and attention Friends will be friends When you're through with life And all hope is lost Hold out your hand 'Cause friends will be friends Right till the end It's so easy now 'Cause you got friends you can trust Friends will be friends When you're in need of love They give you care and attention Friends will be friends When you're through with life And all hope is lost Hold out your hand 'Cause friends will be friends Right till the end Friends will be friends When you're in need of love They give you care and attention Friends will be friends When you're through with life And all hope is lost Hold out your hand 'Cause right to the end Friends will be friends Friends will be friends Friends will be friends Friends will be friends Right till the end ",271,354549,0,0
A Kind Of Magic,Who Wants To Live Forever,"There's no time for us There's no place for us What is this thing that builds our dreams Yet slips away from us Who wants to live forever? Who wants to live forever? There's no chance for us It's all decided for us This world has only one sweet moment Set aside for us Who wants to live forever? Who wants to live forever? Who dares to love forever Oh, when love must die? But touch my tears with your lips Touch my world with your fingertips And we can have forever And we can love forever Forever is our today Who wants to live forever? Who wants to live forever? Forever is our today Who wants to live forever? Who wants to live forever? Forever is our today ",251,418826,0,0
A Kind Of Magic,Gimme The Prize (Kurgan's Theme),Garage and water from the sprinklers It also left a man's decapitated body lying on the floor Next to his own severed head A head which at this time has no name I know his name Here I am I'm the master of your destiny I am the one the only one I am the God of kingdom come Gimme the prize Just gimme the prize Give me your kings Let me squeeze then in my hands Your puny princes Your so called leaders of your land I'll eat them whole before I'm done The battle's fought and the game is won I am the one the only one I am the God of kingdom come Gimme the prize Just gimme the prize Now you die I have something to say it's better to burn out than to fade away There can be only one Move over I said move over Hey hey hey clear the way There's no escape from my authority - didn't I tell you I am the one the only one I am the God of kingdom come Gimme the prize Just gimme the prize I am the one the only one I am the God of kingdom come Gimme the prize There can be only one ,274,7354,0,0
A Kind Of Magic,Don't Lose Your Head,"Don't lose your head Don't lose your head Don't lose your head (Don't lose your head) No, don't lose your head (Don't lose your head) Hear what I say Don't lose your way Remember: Love's stronger Remember: Love walks tall Don't lose your heart (Don't lose your heart) No, don't lose your heart (Don't lose your heart) (Hear what I say) Hear what I say (Don't lose your way) Don't lose your way Remember: Love's stronger Remember: Love walks through walls Don't drink and drive a car Don't get breathalysed Don't lose your head If you make it to the top And you wanna stay alive Don't lose your head Don't lose your head Don't lose your head (Don't lose your head) No, don't lose your head (Don't lose your head) (Hear what I say) Hear what I say (Don't lose your way. Hey!) Don't lose your way Remember: Love's stronger Remember: Love conquers all Don't lose your head Don't lose your head Don't lose your head Don't lose your head Don't lose your head Don't lose your head Don't lose your head Don't lose your head Don't lose your head ",278,11575,0,0
A Kind Of Magic,Princes Of The Universe,"Here we are, born to be kings We're the princes of the universe Here we belong, fighting to survive In a world with the darkest powers And here we are, we're the princes of the universe Here we belong, fighting for survival We've come to be the rulers of your world I am immortal, I have inside me blood of kings I have no rival, no man can be my equal Take me to the future of your world Born to be kings, princes of the universe Fighting and free, got your world in my hand I'm here for your love and I'll make my stand We were born to be princes of the universe No man could understand, my power is in my own hand Oooh, oooh, oooh, oooh, people talk about you People say you've had your day I'm a man that will go far Fly the moon and reach for the stars With my sword and head held high Got to pass the test first time, yeah I know that people talk about me, I hear it every day But I can prove you wrong because I'm right first time Yeah, yeah, alright Watch this man fly! Bring on the girls! Here we are, born to be kings We're the princes of the universe Here we belong, Born to be kings, princes of the universe Fighting and free, got the world in my hands I'm here for your love, and I'll make my stand We were born to be princes of the universe ",234,47036,0,0
A Kind Of Magic,A Kind Of Magic,"It's a kind of magic It's a kind of magic A kind of magic One dream, one soul, one prize, one goal One golden glance of what should be It's a kind of magic One shaft of light that shows the way No mortal man can win this day It's a kind of magic The bell that rings inside your mind Is challenging the doors of time It's a kind of magic The waiting seems eternity The day will dawn of sanity Is this a kind of magic? It's a kind of magic There can be only one This rage that lasts a thousand years Will soon be done This flame that burns inside of me I'm hearing secret harmonies It's a kind of magic The bell that rings inside your mind Is challenging the doors of time It's a kind of magic It's a kind of magic This rage that lasts a thousand years Will soon be, will soon be Will soon be done This is a kind of magic There can be only one This rage that lasts a thousand years Will soon be done Magic It's a kind of magic It's a kind of magic Magic, magic, magic, magic Magic, it's magic Alright Yeah, yeah Whoo It's a kind of magic ",272,408937,0,0
